#Q
??   1000.000     0.416400   6.265E8 1.00794
<<   1215.6701    0.416400   6.265E8 1.00794
>>   1215.6701    0.416400   6.265E8 1.00794
<>   1215.6701    0.416400   6.265E8 1.00794
__   1215.6701    0.416400   6.265E8 1.00794
H2J6 1085.3844370 0.007860600 1.51E9 2.01588 -0.00866755 ! L3 P6 2
H2J4 1085.1455230 0.006030640 1.60E9 2.01588 -0.00184988 ! L2 R4 3
H2J3 1084.5602605 0.005009460 1.63E9 2.01588 -0.00114925 ! L2 P3 3
H2J3 1081.7112772 0.006362470 1.61E9 2.01588  0.00129543 ! L2 R3 3
H2J2 1081.2659490 0.004699830 1.63E9 2.01588  0.00183764 ! L2 P2 3
H2J6 1080.4947640 0.008954520 1.49E9 2.01588 -0.00464885 ! L3 R6 2
H2J5 1079.4004060 0.007834460 1.52E9 2.01588 -0.00340979 ! L3 P5 1b
H2J2 1079.2254239 0.006817990 1.62E9 2.01588  0.00360188 ! L2 R2 3
H2J1 1078.9254043 0.003922570 1.63E9 2.01588  0.00397218 ! L2 P1 3
H2J1 1077.6988528 0.007693240 1.63E9 2.01588  0.00503784 ! L2 R1 3
H2J0 1077.1386576 0.011667900 1.63E9 2.01588  0.00558220 ! L2 R0 3
H2J7 1076.1556270 0.011121900 1.34E9 2.01588 -0.00372739 ! L5 P7 2
H2J5 1075.2440630 0.009281420 1.50E9 2.01588  0.00005478 ! L3 R5 2
H2J4 1074.3128976 0.007743580 1.53E9 2.01588  0.00114033 ! L3 P4 3
H2J6 1071.4988230 0.009938600 1.43E9 2.01588 -0.00303240 ! L4 P6 2
H2J4 1070.9005450 0.009626390 1.51E9 2.01588  0.00401739 ! L3 R4 2
H2J3 1070.1408198 0.007538280 1.53E9 2.01588  0.00492550 ! L3 P3 3
H2J3 1067.4785985 0.010042100 1.52E9 2.01588  0.00718891 ! L3 R3 3
H2J6 1066.9070880 0.012302600 1.41E9 2.01588  0.00072530 ! L4 R6 2
H2J2 1066.9006259 0.007090450 1.53E9 2.01588  0.00789541 ! L3 P2 3
H2J5 1065.5966180 0.009900060 1.43E9 2.01588  0.00220871 ! L4 P5 1b
H2J2 1064.9947584 0.010648200 1.53E9 2.01588  0.00952560 ! L3 R2 3
H2J1 1064.6053274 0.005941380 1.54E9 2.01588  0.01000951 ! L3 P1 3
H2J1 1063.4600848 0.011902400 1.53E9 2.01588  0.01099293 ! L3 R1 3
H2J7 1063.2888330 0.011307800 1.27E9 2.01588  0.00102254 ! L6 P7 2
H2J0 1062.8820697 0.017895200 1.53E9 2.01588  0.01156759 ! L3 R0 3
H2J5 1061.6972330 0.012605900 1.42E9 2.01588  0.00543822 ! L4 R5 2
H2J4 1060.5809686 0.009793640 1.44E9 2.01588  0.00674295 ! L4 P4 3
H2J6 1058.3183800 0.011112200 1.35E9 2.01588  0.00214153 ! L5 P6 2
H2J4 1057.3807430 0.012937200 1.43E9 2.01588  0.00941815 ! L4 R4 2
H2J3 1056.4713755 0.009555670 1.45E9 2.01588  0.01051153 ! L4 P3 3
H2J6 1053.9987370 0.015004500 1.33E9 2.01588  0.00564897 ! L5 R6 2
H2J3 1053.9760544 0.013356900 1.43E9 2.01588  0.01261209 ! L4 R3 3
H2J2 1053.2842100 0.009022230 1.45E9 2.01588  0.01346322 ! L4 P2 3
H2J5 1052.4970070 0.011079400 1.36E9 2.01588  0.00736695 ! L5 P5 1b
H2J2 1051.4985100 0.014030300 1.44E9 2.01588  0.01497399 ! L4 R2 3
H2J7 1051.0715340 0.010486600 1.21E9 2.01588  0.00535938 ! L7 P7 2
H2J1 1051.0324571 0.007601530 1.45E9 2.01588  0.01555697 ! L4 P1 3
H2J1 1049.9597040 0.015549400 1.45E9 2.01588  0.01646751 ! L4 R1 3
H2J0 1049.3673853 0.023192900 1.45E9 2.01588  0.01706801 ! L4 R0 3
H2J5 1048.8299460 0.015227700 1.34E9 2.01588  0.01037564 ! L5 R5 2
H2J4 1047.5517786 0.010990200 1.36E9 2.01588  0.01188511 ! L5 P4 3
H2J6 1045.8043040 0.011304600 1.28E9 2.01588  0.00687799 ! L6 P6 2
H2J4 1044.5432630 0.015483900 1.35E9 2.01588  0.01437358 ! L5 R4 2
H2J3 1043.5030924 0.010767200 1.37E9 2.01588  0.01563663 ! L5 P3 3
H2J6 1041.7328170 0.016844300 1.26E9 2.01588  0.01014630 ! L6 R6 2
H2J3 1041.1588348 0.015846400 1.36E9 2.01588  0.01758824 ! L5 R3 3
H2J2 1040.3671949 0.010222800 1.37E9 2.01588  0.01856997 ! L5 P2 3
H2J5 1040.0586820 0.011303400 1.29E9 2.01588  0.01208886 ! L6 P5 2
H2J7 1039.7737040 0.000633991 1.16E9 2.01588 -0.01356055 ! W0 P7 2
H2J7 1039.2104170 0.023255000 1.17E9 2.01588 -0.00116452 ! L8 P7 2
H2J2 1038.6901722 0.016503000 1.36E9 2.01588  0.01997239 ! L5 R2 3
H2J1 1038.1570453 0.008660570 1.37E9 2.01588  0.02064400 ! L5 P1 3
H2J1 1037.1498218 0.018134200 1.37E9 2.01588  0.02148875 ! L5 R1 3
H2J5 1036.6045700 0.016965200 1.27E9 2.01588  0.01488993 ! L6 R5 2
H2J0 1036.5456753 0.026833700 1.37E9 2.01588  0.02211196 ! L5 R0 3
H2J7 1035.4266790 0.023945700 1.16E9 2.01588 -0.02021825 ! W0 Q7 2
H2J4 1035.1827655 0.011265700 1.29E9 2.01588  0.01659124 ! L6 P4 3
H2J6 1033.9178400 0.010460600 1.22E9 2.01588  0.01120261 ! L7 P6 2
H2J4 1032.3509570 0.017120300 1.28E9 2.01588  0.01890632 ! L6 R4 2
H2J3 1031.1926764 0.011110200 1.30E9 2.01588  0.02032577 ! L6 P3 3
H2J6 1030.0735750 0.017934000 1.20E9 2.01588  0.01424573 ! L7 R6 2
H2J3 1028.9866291 0.017388400 1.29E9 2.01588  0.02214038 ! L6 R3 3
H2J7 1028.4113760 0.008758610 1.10E9 2.01588  0.01290853 ! L9 P7 2
H2J5 1028.2474910 0.010468400 1.22E9 2.01588  0.01639930 ! L7 P5 2
H2J2 1028.1058781 0.010629800 1.30E9 2.01588  0.02324105 ! L6 P2 3
H2J2 1026.5283268 0.017965600 1.29E9 2.01588  0.02454448 ! L6 R2 3
H2J1 1025.9351851 0.009094300 1.30E9 2.01588  0.02529614 ! L6 P1 3
H2J5 1024.9894370 0.018009300 1.21E9 2.01588  0.01900700 ! L7 R5 2
H2J1 1024.9879776 0.019575200 1.30E9 2.01588  0.02608105 ! L6 R1 3
H2J6 1024.7339630 0.011960900 1.17E9 2.01588 -0.01995118 ! W0 P6 2
H2J0 1024.3737437 0.028708500 1.30E9 2.01588  0.02672449 ! L6 R0 3
H2J4 1023.4368050 0.010492400 1.23E9 2.01588  0.02088590 ! L7 P4 3
H2J6 1022.5859160 0.012559200 1.16E9 2.01588  0.01498634 ! L8 P6 2
H2J6 1021.2094580 0.023905100 1.17E9 2.01588 -0.01674587 ! W0 Q6 2
H2J5 1020.7991742 0.012745400 1.18E9 2.01588 -0.01647897 ! W0 P5 3
H2J4 1020.7666500 0.018135800 1.22E9 2.01588  0.02304091 ! L7 R4 2
H2J3 1019.5021587 0.010475800 1.23E9 2.01588  0.02460346 ! L7 P3 3
H2J6 1019.0189290 0.020495100 1.14E9 2.01588  0.01766495 ! L8 R6 2
H2J7 1017.9765190 0.003739930 1.05E9 2.01588  0.01492525 ! L10 P7 2
H2J5 1017.8313848 0.023887100 1.17E9 2.01588 -0.01364833 ! W0 Q5 3
H2J3 1017.4242284 0.018384500 1.22E9 2.01588  0.02629246 ! L7 R3 3
H2J4 1017.3855734 0.012276600 1.18E9 2.01588 -0.01330997 ! W0 P4 3
H2J5 1017.0042950 0.011220200 1.17E9 2.01588  0.02029474 ! L8 P5 1b
H2J6 1016.7432810 0.005700760 1.17E9 2.01588 -0.01232471 ! W0 R6 2
H2J2 1016.4611656 0.010232300 1.24E9 2.01588  0.02750099 ! L7 P2 3
H2J7 1015.7496760 0.027070300 1.15E9 2.01588 -0.01223158 ! W1 P7 2
H2J4 1014.9825036 0.023861700 1.17E9 2.01588 -0.01097807 ! W0 Q4 3
H2J2 1014.9768490 0.018936500 1.23E9 2.01588  0.02871411 ! L7 R2 3
H2J3 1014.5042715 0.011105000 1.18E9 2.01588 -0.01056398 ! W0 P3 3
H2J1 1014.3271635 0.008982220 1.24E9 2.01588  0.02953792 ! L7 P1 3
H2J5 1014.2424900 0.022917500 1.16E9 2.01588  0.00022003 ! W0 R5 2
H2J5 1013.7065180 0.001160130 1.17E9 2.01588  0.01243063 ! L8 R5 2
H2J1 1013.4369326 0.020504300 1.23E9 2.01588  0.03026841 ! L7 R1 3
H2J0 1012.8129456 0.029702000 1.24E9 2.01588  0.03092982 ! L7 R0 3
H2J3 1012.6796139 0.023830400 1.18E9 2.01588 -0.00878174 ! W0 Q3 3
H2J4 1012.2623529 0.010754400 1.17E9 2.01588  0.02479431 ! L8 P4 3
H2J2 1012.1694743 0.008783870 1.18E9 2.01588 -0.00830958 ! W0 P2 3
H2J7 1012.1345520 0.036715400 1.14E9 2.01588 -0.01016654 ! W1 Q7 2
H2J6 1011.8712330 0.008645030 1.11E9 2.01588  0.01872364 ! L9 P6 2
H2J4 1011.8145278 0.011877400 1.17E9 2.01588 -0.00782388 ! W0 R4 3
H2J2 1010.9384969 0.023809800 1.18E9 2.01588 -0.00709859 ! W0 Q2 3
H2J3 1010.1302733 0.011181300 1.18E9 2.01588 -0.00631306 ! W0 R3 3
H2J1 1009.7709050 0.023800700 1.18E9 2.01588 -0.00595909 ! W0 Q1 3
H2J4 1009.7196320 0.014108100 1.16E9 2.01588  0.02664915 ! L8 R4 2
H2J2 1009.0249546 0.011663600 1.18E9 2.01588 -0.00524664 ! W0 R2 3
H2J0 1008.5519413 0.015349300 1.18E9 2.01588 -0.00476718 ! W0 R0 3
H2J1 1008.4981914 0.012872200 1.18E9 2.01588 -0.00471844 ! W0 R1 3
H2J6 1008.4289130 0.016407200 1.09E9 2.01588  0.02137208 ! L9 R6 2
H2J3 1008.3860783 0.010429300 1.17E9 2.01588  0.02849467 ! L8 P3 3
H2J3 1006.4140592 0.015714300 1.17E9 2.01588  0.03004038 ! L8 R3 3
H2J5 1006.3431850 0.008633410 1.11E9 2.01588  0.02388888 ! L9 P5 1b
H2J2 1005.3930844 0.009910710 1.18E9 2.01588  0.03137464 ! L8 P2 3
H2J2 1003.9853823 0.016616100 1.17E9 2.01588  0.03250586 ! L8 R2 3
H2J5 1003.4284040 0.016497800 1.10E9 2.01588  0.02615952 ! L9 R5 2
H2J1 1003.2965033 0.008465990 1.18E9 2.01588  0.03339412 ! L8 P1 3
H2J1 1002.4520099 0.018231700 1.17E9 2.01588  0.03407534 ! L8 R1 3
H2J6 1001.9117080 0.000262827 1.09E9 2.01588  0.00917942 ! L10 P6 2
H2J0 1001.8237421 0.026767900 1.18E9 2.01588  0.03475253 ! L8 R0 3
H2J4 1001.6556706 0.008691160 1.12E9 2.01588  0.02834180 ! L9 P4 3
H2J6 1001.2081180 0.030534900 1.12E9 2.01588  0.00337501 ! W1 P6 2
H2J4  999.2715011 0.016560300 1.11E9 2.01588  0.03021901 ! L9 R4 2
H2J6  998.4283340 0.017881900 1.04E9 2.01588  0.02399851 ! L10 R6 2
H2J6  998.3339404 0.036667400 1.15E9 2.01588 -0.00648190 ! W1 Q6 2
H2J7  998.1118319 0.007129530 1.01E9 2.01588  0.01913197 ! L11 P7 1b
H2J3  997.8271278 0.008760950 1.12E9 2.01588  0.03202454 ! L9 P3 3
H2J5  997.6414360 0.015193800 1.15E9 2.01588 -0.00470129 ! W1 P5 3
H2J5  996.1247192 0.012743300 1.07E9 2.01588  0.02610094 ! L10 P5 1b
H2J3  995.9727798 0.016686300 1.11E9 2.01588  0.03349627 ! L9 R3 3
H2J5  994.9254227 0.036610400 1.15E9 2.01588 -0.00320842 ! W1 Q5 3
H2J2  994.8740230 0.008659180 1.12E9 2.01588  0.03488711 ! L9 P2 3
H2J7  994.4540985 0.022760400 1.13E9 2.01588 -0.00417212 ! W2 P7 2
H2J6  994.2604921 0.011534500 1.15E9 2.01588 -0.00231093 ! W1 R6 2
H2J4  994.2299121 0.017000700 1.16E9 2.01588 -0.00228095 ! W1 P4 3
H2J2  993.5505523 0.017043200 1.12E9 2.01588  0.03594442 ! L9 R2 3
H2J5  993.4919225 0.020163400 1.05E9 2.01588  0.02801621 ! L10 R5 2
H2J1  992.8096253 0.007698850 1.12E9 2.01588  0.03688977 ! L9 P1 3
H2J4  992.0511832 0.036561500 1.15E9 2.01588 -0.00039590 ! W1 Q4 3
H2J1  992.0163236 0.018259800 1.12E9 2.01588  0.03752654 ! L9 R1 3
H2J6  991.9157478 0.006830920 1.01E9 2.01588  0.02490619 ! L11 P6 1b
H2J4  991.5338744 0.009919570 1.07E9 2.01588  0.03138155 ! L10 P4 3
H2J3  991.3804260 0.015998600 1.16E9 2.01588  0.00039069 ! W1 P3 3
H2J0  991.3788496 0.026124200 1.12E9 2.01588  0.03821743 ! L9 R0 3
H2J5  991.3708012 0.009448330 1.15E9 2.01588  0.00122097 ! W1 R5 2
H2J7  991.1634508 0.035310700 1.12E9 2.01588 -0.00182201 ! W2 Q7 2
H2J3  989.7293621 0.036522700 1.16E9 2.01588  0.00191129 ! W1 Q3 3
H2J4  989.5572714 0.031076600 1.09E9 2.01588  0.02068108 ! L10 R4 2
H2J7  989.3198666 0.005959540 9.26E8 2.01588  0.02417375 ! L13 P7 2
H2J4  989.2198863 0.000740979 1.12E9 2.01588  0.01493980 ! W1 R4 3
H2J2  989.0884122 0.012926100 1.16E9 2.01588  0.00259876 ! W1 P2 3
H2J7  988.8383291 0.003580140 9.64E8 2.01588  0.02121293 ! L12 P7 1b
H2J6  988.8135132 0.012214900 1.00E9 2.01588  0.02724831 ! L11 R6 2
H2J2  987.9744838 0.036495800 1.16E9 2.01588  0.00367586 ! W1 Q2 3
H2J3  987.7688232 0.008927930 1.07E9 2.01588  0.03515959 ! L10 P3 3
H2J3  987.4486947 0.020784700 1.15E9 2.01588  0.00511604 ! W1 R3 3
H2J1  986.7980434 0.036467300 1.16E9 2.01588  0.00486880 ! W1 Q1 3
H2J5  986.5207361 0.006714920 1.02E9 2.01588  0.03003235 ! L11 P5 1b
H2J2  986.2440436 0.019522400 1.16E9 2.01588  0.00551177 ! W1 R2 3
H2J3  985.9627717 0.008276550 1.07E9 2.01588  0.03558931 ! L10 R3 3
H2J1  985.6442477 0.020708000 1.16E9 2.01588  0.00604040 ! W1 R1 3
H2J0  985.6337018 0.024061400 1.16E9 2.01588  0.00602255 ! W1 R0 3
H2J2  984.8640250 0.008170850 1.07E9 2.01588  0.03806275 ! L10 P2 3
H2J5  983.8989560 0.012620200 1.01E9 2.01588  0.03203650 ! L11 R5 1a
H2J2  983.5910845 0.011574100 1.07E9 2.01588  0.03888367 ! L10 R2 3
H2J1  982.8352970 0.006811200 1.07E9 2.01588  0.04004930 ! L10 P1 3
H2J6  982.7268268 0.002573920 9.72E8 2.01588  0.02634450 ! L12 P6 1b
H2J1  982.0742426 0.013644700 1.07E9 2.01588  0.04058840 ! L10 R1 3
H2J4  981.9484098 0.006707670 1.02E9 2.01588  0.03444786 ! L11 P4 3
H2J0  981.4387105 0.020690300 1.07E9 2.01588  0.04134865 ! L10 R0 3
H2J7  980.7583740 0.002929510 8.88E8 2.01588  0.02588968 ! L14 P7 2
H2J6  980.5002618 0.023747000 1.13E9 2.01588  0.00066493 ! W2 P6 2
H2J4  979.8051135 0.012781500 1.01E9 2.01588  0.03610218 ! L11 R4 3
H2J6  979.7613250 0.013520000 9.58E8 2.01588  0.02940565 ! L12 R6 2
H2J3  978.2180322 0.006735390 1.02E9 2.01588  0.03809495 ! L11 P3 3
H2J6  977.7275235 0.035241000 1.13E9 2.01588  0.00206724 ! W2 Q6 2
H2J5  977.4635735 0.000364005 9.94E8 2.01588  0.02751866 ! L12 P5 1b
H2J3  976.5528113 0.012898600 1.02E9 2.01588  0.03939034 ! L11 R3 3
H2J5  976.5488174 0.025720800 1.11E9 2.01588  0.00841259 ! W2 P5 3
H2J2  975.3457607 0.006643700 1.02E9 2.01588  0.04092386 ! L11 P2 3
H2J7  975.3021030 0.015450300 1.10E9 2.01588  0.00268414 ! W3 P7 2
H2J5  974.8864854 0.014233900 9.64E8 2.01588  0.03396998 ! L12 R5 1a
H2J5  974.2881461 0.035164300 1.13E9 2.01588  0.00551054 ! W2 Q5 3
H2J2  974.1578451 0.013153700 1.02E9 2.01588  0.04185365 ! L11 R2 3
H2J6  974.0520900 0.013670900 1.12E9 2.01588  0.00568077 ! W2 R6 2
H2J6  973.8285619 0.005363020 9.30E8 2.01588  0.02989496 ! L13 P6 1b
H2J4  973.4524074 0.008552440 1.11E9 2.01588  0.01061912 ! W2 P4 3
H2J1  973.3445733 0.005899120 1.03E9 2.01588  0.04289516 ! L11 P1 3
H2J4  972.6907062 0.013558600 1.00E9 2.01588  0.03305977 ! L12 P4 3
H2J1  972.6327302 0.014047800 1.02E9 2.01588  0.04345479 ! L11 R1 3
H2J7  972.4406148 0.005581340 8.62E8 2.01588  0.02810778 ! L15 P7 2
H2J7  972.2717527 0.027801100 1.11E9 2.01588  0.00497811 ! W3 Q7 2
H2J0  971.9862216 0.020043000 1.02E9 2.01588  0.04416825 ! L11 R0 3
H2J4  971.3895377 0.035096800 1.13E9 2.01588  0.00846055 ! W2 Q4 3
H2J5  971.0749686 0.012117600 1.13E9 2.01588  0.00889150 ! W2 R5 2
H2J6  970.9976216 0.007114210 9.25E8 2.01588  0.03201589 ! L13 R6 2
H2J4  970.8381237 0.016038900 9.72E8 2.01588  0.03742072 ! L12 R4 3
H2J3  970.5633666 0.013073600 1.13E9 2.01588  0.00992403 ! W2 P3 3
H2J3  969.0897738 0.008160030 9.83E8 2.01588  0.04022253 ! L12 P3 3
H2J3  969.0492689 0.035040600 1.14E9 2.01588  0.01087504 ! W2 Q3 3
H2J4  968.6670593 0.010723600 1.13E9 2.01588  0.01202620 ! W2 R4 3
H2J5  968.5566069 0.005096380 9.33E8 2.01588  0.03497826 ! L13 P5 1b
H2J2  968.2952194 0.011522400 1.14E9 2.01588  0.01184321 ! W2 P2 3
H2J3  967.6769526 0.022760100 9.94E8 2.01588  0.03681687 ! L12 R3 3
H2J2  967.2810557 0.035010900 1.14E9 2.01588  0.01271847 ! W2 Q2 3
H2J3  966.7804096 0.006147920 1.11E9 2.01588  0.01789318 ! W2 R3 3
H2J2  966.2754244 0.006496350 9.82E8 2.01588  0.04340505 ! L12 P2 3
H2J5  966.1787113 0.008324360 9.26E8 2.01588  0.03677543 ! L13 R5 2
H2J1  966.0960628 0.034981200 1.14E9 2.01588  0.01396322 ! W2 Q1 3
H2J2  965.7955447 0.024047200 1.11E9 2.01588  0.01814876 ! W2 R2 3
H2J6  965.4813947 0.002614460 8.93E8 2.01588  0.03144234 ! L14 P6 2
H2J1  965.0648882 0.021925100 1.13E9 2.01588  0.01540176 ! W2 R1 3
H2J2  965.0457743 0.001582920 1.00E9 2.01588  0.04040726 ! L12 R2 3
H2J0  964.9839929 0.023955800 1.14E9 2.01588  0.01516367 ! W2 R0 3
H2J7  964.7046128 0.002305950 8.23E8 2.01588  0.02937510 ! L16 P7 2
H2J1  964.3105323 0.005028020 9.82E8 2.01588  0.04544644 ! L12 P1 3
H2J4  964.0908922 0.004985460 9.37E8 2.01588  0.03935778 ! L13 P4 1a
H2J1  963.6079321 0.007073970 9.83E8 2.01588  0.04552063 ! L12 R1 3
H2J0  962.9779740 0.013158600 9.82E8 2.01588  0.04661091 ! L12 R0 3
H2J6  962.8212913 0.009358590 8.83E8 2.01588  0.03368526 ! L14 R6 2
H2J4  962.1529720 0.008751050 9.30E8 2.01588  0.04082942 ! L13 R4 1a
H2J6  961.7037174 0.016503100 1.11E9 2.01588  0.00722576 ! W3 P6 1b
H2J3  960.4506358 0.004932190 9.39E8 2.01588  0.04297335 ! L13 P3 1b
H2J5  960.2656387 0.002244040 8.99E8 2.01588  0.03624932 ! L14 P5 2
H2J6  959.1523487 0.027708300 1.11E9 2.01588  0.00906590 ! W3 Q6 2
H2J3  958.9466500 0.008967150 9.33E8 2.01588  0.04411846 ! L13 R3 1a
H2J7  958.1900204 0.006152100 1.03E9 2.01588  0.00836457 ! W4 P7 2
H2J5  958.0114044 0.009616790 8.88E8 2.01588  0.03836088 ! L14 R5 2
H2J5  957.8187567 0.016702900 1.11E9 2.01588  0.01144081 ! W3 P5 1b
H2J2  957.6522259 0.004807760 9.40E8 2.01588  0.04577359 ! L13 P2 1a
H2J6  957.4102089 0.004353480 8.61E8 2.01588  0.03376881 ! L15 P6 1b
H2J7  956.9937259 0.007699990 8.57E8 2.01588  0.03107800 ! L17 P7 2
H2J2  956.5799283 0.009210980 9.37E8 2.01588  0.04659168 ! L13 R2 1a
H2J6  955.9774854 0.014762500 1.05E9 2.01588  0.01208778 ! W3 R6 2
H2J4  955.8548301 0.001690720 9.07E8 2.01588  0.03998528 ! L14 P4 1b
H2J1  955.7082735 0.004227580 9.41E8 2.01588  0.04771815 ! L13 P1 1a
H2J5  955.6805898 0.027631400 1.11E9 2.01588  0.01267422 ! W3 Q5 2
H2J7  955.2620865 0.019768300 1.09E9 2.01588  0.01035250 ! W4 Q7 2
H2J1  955.0658243 0.009880090 9.39E8 2.01588  0.04820903 ! L13 R1 1a
H2J6  954.7021151 0.001142930 9.01E8 2.01588  0.03574293 ! L15 R6 2
H2J4  954.4740376 0.016717300 1.11E9 2.01588  0.01552446 ! W3 P4 1b
H2J0  954.4132800 0.014158700 9.40E8 2.01588  0.04894292 ! L13 R0 1a
H2J4  954.0039129 0.010054300 8.93E8 2.01588  0.04226582 ! L14 R4 2
H2J5  952.8046238 0.011660200 1.10E9 2.01588  0.01540740 ! W3 R5 2
H2J4  952.7572189 0.027557800 1.12E9 2.01588  0.01575800 ! W3 Q4 2
H2J3  952.2741662 0.000657805 9.27E8 2.01588  0.04104973 ! L14 P3 1b
H2J5  952.2549629 0.003878510 8.62E8 2.01588  0.03881266 ! L15 P5 1b
H2J3  951.6718571 0.016993800 1.09E9 2.01588  0.02096940 ! W3 P3 1a
H2J3  950.8186939 0.010920800 8.99E8 2.01588  0.04529959 ! L14 R3 2
H2J3  950.3977348 0.027502700 1.12E9 2.01588  0.01827700 ! W3 Q3 1a
H2J4  950.3153560 0.010739300 1.11E9 2.01588  0.01829419 ! W3 R4 1a
H2J7  950.1237028 0.001800980 7.66E8 2.01588  0.03235406 ! L18 P7 2
H2J5  950.0734412 0.004367620 8.62E8 2.01588  0.04044555 ! L15 R5 2
H2J6  949.8399586 0.002135590 8.27E8 2.01588  0.03495694 ! L16 P6 2
H2J2  949.6104503 0.001421140 1.05E9 2.01588  0.02782290 ! W3 P2 1a
H2J2  949.3524584 0.009282580 9.71E8 2.01588  0.03930819 ! L14 P2 1b
H2J2  948.6158329 0.027467100 1.12E9 2.01588  0.02019735 ! W3 Q2 1a
H2J2  948.4712500 0.012943100 9.07E8 2.01588  0.04715304 ! L14 R2 1a
H2J3  948.4196654 0.010372300 1.11E9 2.01588  0.02071173 ! W3 R3 1a
H2J4  947.8878474 0.003654290 8.64E8 2.01588  0.04316527 ! L15 P4 1b
H2J1  947.5140330 0.003522350 9.03E8 2.01588  0.04972156 ! L14 P1 1a
H2J6  947.4337780 0.006092980 8.18E8 2.01588  0.03696031 ! L16 R6 2
H2J1  947.4218846 0.027438400 1.12E9 2.01588  0.02149264 ! W3 Q1 1a
H2J2  947.1116920 0.009937950 1.11E9 2.01588  0.02287064 ! W3 R2 1a
H2J1  946.9803953 0.019657800 9.27E8 2.01588  0.04625180 ! L14 R1 1a
H2J0  946.4255740 0.021622400 1.05E9 2.01588  0.03102591 ! W3 R0 1a
H2J1  946.3847487 0.008074490 1.09E9 2.01588  0.02627974 ! W3 R1 1a
H2J0  946.1693058 0.001339580 9.71E8 2.01588  0.04247182 ! L14 R0 1a
H2J4  946.1227100 0.005333990 8.61E8 2.01588  0.04447549 ! L15 R4 1a
H2J6  944.7832395 0.009946920 1.08E9 2.01588  0.01295017 ! W4 P6 2
