11.2000 0.00050 0.00021 0.00015 0.01493 0.00645 0.00780 0.00001 0.00003 0.00002 0.00463 0.00198
11.2500 0.00040 0.00023 -0.00004 0.01544 0.00663 0.00777 0.00001 0.00003 0.00002 0.00492 0.00157
11.3000 0.00018 0.00020 0.00021 0.01528 0.00660 0.00781 0.00001 0.00003 0.00002 0.00258 0.00099
11.3500 0.00057 0.00036 0.00026 0.01522 0.00680 0.00792 0.00001 0.00003 0.00002 0.00288 0.00041
11.4000 0.00036 0.00030 0.00012 0.01536 0.00674 0.00779 0.00001 0.00003 0.00002 0.00310 0.00058
11.4500 0.00025 0.00021 0.00011 0.01539 0.00672 0.00795 0.00001 0.00003 0.00002 0.00151 0.00047
11.5000 0.00046 0.00022 0.00011 0.01553 0.00677 0.00784 0.00001 0.00002 0.00002 0.00226 0.00015
11.5500 0.00020 0.00018 0.00026 0.01548 0.00677 0.00793 0.00001 0.00003 0.00002 0.00183 0.00014
11.6000 0.00013 0.00020 0.00011 0.01566 0.00678 0.00787 0.00001 0.00002 0.00002 0.00113 0.00031
11.6500 0.00016 0.00028 0.00011 0.01556 0.00688 0.00821 0.00001 0.00003 0.00002 0.00118 0.00044
11.7000 0.00026 0.00019 0.00017 0.01566 0.00685 0.00778 0.00001 0.00002 0.00002 0.00052 0.00019
11.7500 0.00021 0.00014 0.00008 0.01566 0.00687 0.00800 0.00001 0.00002 0.00002 0.00063 0.00021
11.8000 0.00028 0.00019 0.00014 0.01583 0.00705 0.00798 0.00001 0.00003 0.00002 0.00051 0.00001
11.8500 0.00015 0.00019 0.00008 0.01569 0.00691 0.00801 0.00001 0.00002 0.00002 0.00023 0.00020
11.9000 0.00028 0.00018 0.00011 0.01573 0.00688 0.00797 0.00001 0.00002 0.00002 0.00026 0.00028
11.9500 0.00027 0.00019 0.00011 0.01572 0.00690 0.00791 0.00001 0.00002 0.00002 0.00046 0.00015
12.0000 0.00016 0.00017 0.00012 0.01577 0.00692 0.00801 0.00001 0.00002 0.00002 0.00027 0.00023
12.0500 0.00019 0.00018 0.00010 0.01579 0.00693 0.00801 0.00001 0.00002 0.00003 0.00038 0.00030
12.1000 0.00020 0.00020 0.00009 0.01575 0.00692 0.00802 0.00001 0.00002 0.00002 0.00018 0.00032
