# NFeII AlIII      CrII       FeII       MgI        MgII       MnII       SiII       SiIV       TiII       ZnII      
13.6500   3.15869    2.50940    2.50114    2.50740    2.53583    3.34431    2.50085    2.51222    2.50457    2.51236 
13.7000   3.15787    2.50940    2.50113    2.50745    2.53582    3.34405    2.50091    2.51223    2.50457    2.51237 
13.7500   3.15692    2.50940    2.50113    2.50752    2.53580    3.34376    2.50093    2.51224    2.50458    2.51239 
13.8000   3.15583    2.50941    2.50113    2.50759    2.53578    3.34343    2.50093    2.51225    2.50459    2.51240 
13.8500   3.15456    2.50941    2.50112    2.50766    2.53575    3.34306    2.50092    2.51226    2.50460    2.51241 
13.9000   3.15306    2.50941    2.50112    2.50771    2.53572    3.34260    2.50089    2.51228    2.50461    2.51242 
13.9500   3.15132    2.50942    2.50112    2.50774    2.53569    3.34206    2.50086    2.51229    2.50462    2.51246 
14.0000   3.14928    2.50942    2.50111    2.50774    2.53567    3.34146    2.50084    2.51231    2.50462    2.51247 
14.0500   3.14681    2.50944    2.50111    2.50772    2.53563    3.34059    2.50081    2.51233    2.50464    2.51256 
14.1000   3.14399    2.50944    2.50111    2.50770    2.53563    3.33982    2.50078    2.51235    2.50465    2.51256 
14.1500   3.14093    2.50943    2.50111    2.50767    2.53571    3.33887    2.50075    2.51238    2.50465    2.51250 
14.2000   3.13667    2.50945    2.50112    2.50763    2.53561    3.33793    2.50073    2.51241    2.50467    2.51261 
14.2500   3.13198    2.50944    2.50112    2.50760    2.53558    3.33675    2.50070    2.51244    2.50467    2.51253 
14.3000   3.12649    2.50944    2.50112    2.50758    2.53584    3.33544    2.50068    2.51247    2.50468    2.51253 
14.3500   3.11961    2.50943    2.50112    2.50755    2.53588    3.33388    2.50066    2.51250    2.50468    2.51251 
14.4000   3.11166    2.50943    2.50112    2.50753    2.53592    3.33196    2.50064    2.51253    2.50469    2.51251 
14.4500   3.10243    2.50943    2.50112    2.50751    2.53596    3.32969    2.50061    2.51256    2.50470    2.51252 
14.5000   3.09168    2.50944    2.50113    2.50749    2.53599    3.32702    2.50059    2.51259    2.50472    2.51253 
14.5500   3.07915    2.50944    2.50113    2.50746    2.53602    3.32385    2.50056    2.51261    2.50474    2.51254 
14.6000   3.06447    2.50945    2.50113    2.50744    2.53604    3.32004    2.50054    2.51263    2.50476    2.51260 
14.6500   3.04668    2.50944    2.50113    2.50741    2.53606    3.31544    2.50050    2.51264    2.50477    2.51255 
14.7000   3.02557    2.50944    2.50113    2.50738    2.53608    3.30990    2.50046    2.51266    2.50480    2.51256 
14.7500   2.99980    2.50944    2.50113    2.50734    2.53610    3.30316    2.50040    2.51266    2.50482    2.51256 
14.8000   2.96797    2.50945    2.50113    2.50729    2.53612    3.29496    2.50033    2.51267    2.50485    2.51257 
